date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:27:50	2847833/2847833	---M--	200	added ('OK')	application/pdf	etag:%22609a9a41-2b7459%22	https://www.walleniuswilhelmsen.com/storage/images/Q1-2021-Quarterly-report-presentation_final.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q1-2021-Quarterly-report-presentation_final.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:27:50	1683751/1683751	---M--	200	added ('OK')	application/pdf	etag:%22611cb7a0-19b127%22	https://www.walleniuswilhelmsen.com/storage/images/Q2-2021-WAWI-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q2-2021-WAWI-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:27:53	980023/980023	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22611bf274-ef437%22	https://www.walleniuswilhelmsen.com/storage/images/Q2-2021-IR-fact-sheet_final2.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q2-2021-IR-fact-sheet_final2.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:27:58	814762/814762	---M--	200	added ('OK')	application/pdf	etag:%22618aa269-c6eaa%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q3-2021-WAWI-quarterly-report-and-financial-results.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q3-2021-WAWI-quarterly-report-and-financial-results.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:28:00	1538010/1538010	---M--	200	added ('OK')	application/pdf	etag:%2262029c65-1777da%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q4-2021-Quarterly-report-and-results.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q4-2021-Quarterly-report-and-results.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:28:00	980477/980477	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22618a95a2-ef5fd%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q3-2021-IR-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q3-2021-IR-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:28:47	982886/982886	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2262029c84-eff66%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q4-2021-IR-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q4-2021-IR-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:29:24	1253529/1253529	---M--	200	added ('OK')	application/pdf	etag:%225ebd8a0b-132099%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q1-2020-Quarterly-report-to-market.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q1-2020-Quarterly-report-to-market.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:29:36	1902877/1902877	---M--	200	added ('OK')	application/pdf	etag:%2262037166-1d091d%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q4-2021-Quarterly-report-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q4-2021-Quarterly-report-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:30:45	9657189/9657189	---M--	200	added ('OK')	application/pdf	etag:%22618ac14d-935b65%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q3-2021-WAWI-Quarterly-report-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q3-2021-WAWI-Quarterly-report-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:30:47	84941/84941	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225f3c09b6-14bcd%22	https://www.walleniuswilhelmsen.com/storage/images/Q2-2020-IR-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q2-2020-IR-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:30:49	1903258/1903258	---M--	200	added ('OK')	application/pdf	etag:%225f3c09b7-1d0a9a%22	https://www.walleniuswilhelmsen.com/storage/images/Q2-2020-Quarterly-report-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q2-2020-Quarterly-report-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:30:50	87874/87874	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225faacf76-15742%22	https://www.walleniuswilhelmsen.com/storage/images/Q3-2020-IR-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q3-2020-IR-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:30:53	1400274/1400274	---M--	200	added ('OK')	application/pdf	etag:%225faacf75-155dd2%22	https://www.walleniuswilhelmsen.com/storage/images/Q3-2020-Quarterly-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q3-2020-Quarterly-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:30:54	91782/91782	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%226022c3a1-16686%22	https://www.walleniuswilhelmsen.com/storage/images/Q4-2020-IR-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q4-2020-IR-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:03	968134/968134	---M--	200	added ('OK')	application/pdf	etag:%225db96ec3-ec5c6%22	https://www.walleniuswilhelmsen.com/storage/downloads/q1-2019-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q1-2019-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:05	1792742/1792742	---M--	200	added ('OK')	application/pdf	etag:%226022c5dd-1b5ae6%22	https://www.walleniuswilhelmsen.com/storage/images/Q4-2020-Quarterly-report-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q4-2020-Quarterly-report-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:06	2019128/2019128	---M--	200	added ('OK')	application/pdf	etag:%225faacf75-1ecf38%22	https://www.walleniuswilhelmsen.com/storage/images/Q3-2020-Quarterly-report-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q3-2020-Quarterly-report-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:10	1491372/1491372	---M--	200	added ('OK')	application/pdf	etag:%225db96ec1-16c1ac%22	https://www.walleniuswilhelmsen.com/storage/downloads/q1-2019-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q1-2019-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:12	1019083/1019083	---M--	200	added ('OK')	application/pdf	etag:%225db96ec9-f8ccb%22	https://www.walleniuswilhelmsen.com/storage/downloads/q2-2019-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q2-2019-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:14	815986/815986	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225db96ebf-c7372%22	https://www.walleniuswilhelmsen.com/storage/downloads/q1-2019-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q1-2019-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:23	8072942/8072942	---M--	200	added ('OK')	application/pdf	etag:%226022c3a2-7b2eee%22	https://www.walleniuswilhelmsen.com/storage/images/Q4-2020-quarterly-report_final.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Q4-2020-quarterly-report_final.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:25	827557/827557	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225db96ec4-ca0a5%22	https://www.walleniuswilhelmsen.com/storage/downloads/q2-2019-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q2-2019-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:28	1514140/1514140	---M--	200	added ('OK')	application/pdf	etag:%225db96ec7-171a9c%22	https://www.walleniuswilhelmsen.com/storage/downloads/q2-2019-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q2-2019-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:28	1135180/1135180	---M--	200	added ('OK')	application/pdf	etag:%225dea2438-11524c%22	https://www.walleniuswilhelmsen.com/storage/images/Investor-relations/Q3-2019/Q3-2019-Report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Investor-relations/Q3-2019/Q3-2019-Report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:30	834433/834433	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225dee480c-cbb81%22	https://www.walleniuswilhelmsen.com/storage/images/Investor-relations/Q3-2019/Q3-2019-Fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Investor-relations/Q3-2019/Q3-2019-Fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:41	1570448/1570448	---M--	200	added ('OK')	application/pdf	etag:%225e43c8aa-17f690%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q4-2019-Quarterly-report-presentation_FINAL-corrected.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q4-2019-Quarterly-report-presentation_FINAL-corrected.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:42	1444662/1444662	---M--	200	added ('OK')	application/pdf	etag:%225dee480e-160b36%22	https://www.walleniuswilhelmsen.com/storage/images/Investor-relations/Q3-2019/Q3-2019-Quarterly-report-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Investor-relations/Q3-2019/Q3-2019-Quarterly-report-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:44	85750/85750	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225e42f2c8-14ef6%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q4-2019-Fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q4-2019-Fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:44	854514/854514	---M--	200	added ('OK')	application/pdf	etag:%225db9713b-d09f2%22	https://www.walleniuswilhelmsen.com/storage/downloads/q1-2018-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q1-2018-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:45	1446802/1446802	---M--	200	added ('OK')	application/pdf	etag:%225e4d58dc-161392%22	https://www.walleniuswilhelmsen.com/storage/downloads/Q4-2019-Quarterly-report-19-Feb.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/Q4-2019-Quarterly-report-19-Feb.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:48	899403/899403	---M--	200	added ('OK')	application/pdf	etag:%225db97143-db94b%22	https://www.walleniuswilhelmsen.com/storage/downloads/q2-2018-quarterly-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q2-2018-quarterly-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:50	850876/850876	---M--	200	added ('OK')	application/pdf	etag:%225db9714b-cfbbc%22	https://www.walleniuswilhelmsen.com/storage/downloads/q3-2018-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q3-2018-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:52	1690501/1690501	---M--	200	added ('OK')	application/pdf	etag:%225db97137-19cb85%22	https://www.walleniuswilhelmsen.com/storage/downloads/q1-2018-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q1-2018-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:52	2189619/2189619	---M--	200	added ('OK')	application/pdf	etag:%225db97141-216933%22	https://www.walleniuswilhelmsen.com/storage/downloads/q2-2018-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q2-2018-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:52	1673255/1673255	---M--	200	added ('OK')	application/pdf	etag:%225db97149-198827%22	https://www.walleniuswilhelmsen.com/storage/downloads/q3-2018-quarterly-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q3-2018-quarterly-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:31:53	797311/797311	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225db9713d-c2a7f%22	https://www.walleniuswilhelmsen.com/storage/downloads/q2-2018-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q2-2018-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:00	798840/798840	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225db97145-c3078%22	https://www.walleniuswilhelmsen.com/storage/downloads/q3-2018-fact-sheet.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q3-2018-fact-sheet.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:00	893815/893815	---M--	200	added ('OK')	application/pdf	etag:%225db97150-da377%22	https://www.walleniuswilhelmsen.com/storage/downloads/q4-2018-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q4-2018-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:03	988996/988996	---M--	200	added ('OK')	application/pdf	etag:%225db97152-f1744%22	https://www.walleniuswilhelmsen.com/storage/downloads/q4-2018-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q4-2018-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:03	804203/804203	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225db9714d-c456b%22	https://www.walleniuswilhelmsen.com/storage/downloads/q4-2018-fact-sheet_corrected.xlsx	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q4-2018-fact-sheet_corrected.xlsx	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:11	2449983/2449983	---M--	200	added ('OK')	application/pdf	etag:%225db973b8-25623f%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q1-2017-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q1-2017-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:14	1124929/1124929	---M--	200	added ('OK')	application/pdf	etag:%225db973bb-112a41%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q2-2017-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q2-2017-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:27	3151270/3151270	---M--	200	added ('OK')	application/pdf	etag:%225db973b6-3015a6%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q1-2017-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q1-2017-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:35	3291392/3291392	---M--	200	added ('OK')	application/pdf	etag:%225db973ba-323900%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q2-2017-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q2-2017-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:35	1311317/1311317	---M--	200	added ('OK')	application/pdf	etag:%225db973bd-140255%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q3-17-report-and-financial-statement.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q3-17-report-and-financial-statement.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:42	3265116/3265116	---M--	200	added ('OK')	application/pdf	etag:%225db973bf-31d25c%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q3-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q3-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:43	1509105/1509105	---M--	200	added ('OK')	application/pdf	etag:%225db973c2-1706f1%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-report-to-market-q4-17.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-report-to-market-q4-17.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:48	1954417/1954417	---M--	200	added ('OK')	application/pdf	etag:%225db97674-1dd271%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-finance-presentation-q1-2016-web-ose.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-finance-presentation-q1-2016-web-ose.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:50	2548509/2548509	---M--	200	added ('OK')	application/pdf	etag:%225db9765b-26e31d%22	https://www.walleniuswilhelmsen.com/storage/downloads/q1_2016_wwasa_quarterly-report.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q1_2016_wwasa_quarterly-report.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:32:54	942479/942479	---M--	200	added ('OK')	application/pdf	etag:%225db9766c-e618f%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q2-2016.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q2-2016.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:01	2025761/2025761	---M--	200	added ('OK')	application/pdf	etag:%225db9765f-1ee921%22	https://www.walleniuswilhelmsen.com/storage/downloads/q3_2016_wwasa_final_pdf.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q3_2016_wwasa_final_pdf.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:36	2875888/2875888	---M--	200	added ('OK')	application/pdf	etag:%225db97670-2be1f0%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q3-2016.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q3-2016.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:38	3725608/3725608	---M--	200	added ('OK')	application/pdf	etag:%225db973c1-38d928%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q4-17-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwl-asa-q4-17-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:38	1564600/1564600	---M--	200	added ('OK')	application/pdf	etag:%225db97661-17dfb8%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa_q2_2016_finalreport.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa_q2_2016_finalreport.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:39	2013100/2013100	---M--	200	added ('OK')	application/pdf	etag:%225db97663-1eb7ac%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa_q4_2016_final.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa_q4_2016_final.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:42	1537842/1537842	---M--	200	added ('OK')	application/pdf	etag:%225db977dc-177732%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-q1-2015-raport.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-q1-2015-raport.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:43	1246857/1246857	---M--	200	added ('OK')	application/pdf	etag:%225db977d3-130689%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q1-2015.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q1-2015.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:48	2681636/2681636	---M--	200	added ('OK')	application/pdf	etag:%225db97672-28eb24%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q4-2016_webcast.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q4-2016_webcast.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:48	1903261/1903261	---M--	200	added ('OK')	application/pdf	etag:%225db977d0-1d0a9d%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-1-slide-pdf-market-and-finance-presentation-q2-2015.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-1-slide-pdf-market-and-finance-presentation-q2-2015.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:50	1619942/1619942	---M--	200	added ('OK')	application/pdf	etag:%225db977c6-18b7e6%22	https://www.walleniuswilhelmsen.com/storage/downloads/q3-2015_wwasa.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/q3-2015_wwasa.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:33:52	1475053/1475053	---M--	200	added ('OK')	application/pdf	etag:%225db977c9-1681ed%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa_q4_2015_final.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa_q4_2015_final.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:10	1189257/1189257	---M--	200	added ('OK')	application/pdf	etag:%22635bcb75-122589%22	https://www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q1-Interim-Report-for-period-end-31-Mar-2014-English-PDF.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q1-Interim-Report-for-period-end-31-Mar-2014-English-PDF.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:14	4006625/4006625	---M--	200	added ('OK')	application/pdf	etag:%225db977c2-3d22e1%22	https://www.walleniuswilhelmsen.com/storage/downloads/full-report-q2-2015_wwasa.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/full-report-q2-2015_wwasa.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:15	2522233/2522233	---M--	200	added ('OK')	application/pdf	etag:%225db977cd-267c79%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa_q32015_finance-and-market-presentation.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa_q32015_finance-and-market-presentation.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:16	4518390/4518390	---M--	200	added ('OK')	application/pdf	etag:%225db977d8-44f1f6%22	https://www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q4-2015.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/downloads/wwasa-market-and-finance-presentation-q4-2015.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:18	1198073/1198073	---M--	200	added ('OK')	application/pdf	etag:%22635bcb76-1247f9%22	https://www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q2-Interim-Report-for-period-end-30-Jun-2014-English-PDF.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q2-Interim-Report-for-period-end-30-Jun-2014-English-PDF.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:22	1017519/1017519	---M--	200	added ('OK')	application/pdf	etag:%22635bcb6b-f86af%22	https://www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q2-Interim-Report-for-period-end-30-Jun-2013-English-PDF.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q2-Interim-Report-for-period-end-30-Jun-2013-English-PDF.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:42	1163926/1163926	---M--	200	added ('OK')	application/pdf	etag:%22635bcb6a-11c296%22	https://www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q1-Interim-Report-for-period-end-31-Mar-2013-English-PDF.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q1-Interim-Report-for-period-end-31-Mar-2013-English-PDF.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:44	5314960/5314960	---M--	200	added ('OK')	application/pdf	etag:%22635bcb5a-511990%22	https://www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q1-Interim-Report-for-period-end-31-Mar-2012-English-PDF.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q1-Interim-Report-for-period-end-31-Mar-2012-English-PDF.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
20:34:45	2368223/2368223	---M--	200	added ('OK')	application/pdf	etag:%22635bcb6b-2422df%22	https://www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q3-Interim-Report-for-period-end-30-Sep-2013-English-PDF.pdf	C:/My%20Web%20Sites/wwt/www.walleniuswilhelmsen.com/storage/images/Wilh.-Wilhelmsen-ASA-WWASA-NO-Q3-Interim-Report-for-period-end-30-Sep-2013-English-PDF.pdf	(from https://www.walleniuswilhelmsen.com/who-we-are/investors)
